unit,cycle,label,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
2,19,1,0.19098726,0.6125383,0.53585225,0.18081267,0.68776727,0.23317365,0.15718809,0.0,0.1890183,0.67201746,0.16050655,0.18892162,0.60089684,0.0,0.20829105,0.7056282,0.20060372,0.65187097,0.70587474,0.16682066,0.18863948,0.7068441,0.19590388,0.6365994,0.73778653,0.18416782,0.7407415,0.644092,0.581933,0.23463522,0.21329969,0.17864913,0.18488422,0.51018107,0.22311518,0.6193418,0.59160244,0.0,0.18037137,0.18840542,0.19369814,0.57537025,0.0,0.2213641,0.6542117,0.26180726,0.0,0.20367058,0.63823587,0.16408896,0.17641711,0.1627786,0.6788803,0.69538456,0.15282205,0.0,0.20716342,0.17053972,0.18525304,0.19222112,0.21422777,0.2336646,0.22158523,0.63393414
2,20,1,0.22557211,0.5816079,0.5187791,0.22461273,0.6629894,0.26880676,0.18579422,0.0,0.21699435,0.64580834,0.18669875,0.23208664,0.58593047,0.0,0.24381965,0.6837599,0.24002357,0.6245606,0.68060756,0.21158902,0.2151872,0.6885143,0.22285472,0.6049302,0.7147894,0.21362613,0.722609,0.6101934,0.5585179,0.25439343,0.24978633,0.21235101,0.22007328,0.48055238,0.24841116,0.59229916,0.57343566,0.0,0.2165919,0.2217326,0.2261627,0.54592997,0.0,0.26119944,0.6255103,0.2914727,0.0,0.23184994,0.6169616,0.20662889,0.21519469,0.20331366,0.6586987,0.6759022,0.19846852,0.0,0.2342834,0.2052997,0.22488794,0.24189717,0.24156496,0.2632365,0.2686292,0.61792785
3,15,1,0.20930724,0.63372463,0.62465036,0.19422418,0.7909485,0.27549097,0.1606744,0.0,0.21683945,0.7369937,0.15124518,0.22189967,0.65500814,0.0,0.2522103,0.7719608,0.25777856,0.7210167,0.8013276,0.17518096,0.22745666,0.79113746,0.2058708,0.7008196,0.8354265,0.16679938,0.86715704,0.6938941,0.62981784,0.24654378,0.22623977,0.1864112,0.21028472,0.53332955,0.23861486,0.674339,0.64155334,0.0,0.18586904,0.1877105,0.19768612,0.60606074,0.0,0.24529356,0.7078781,0.29519665,0.0,0.19870201,0.7270468,0.20936683,0.21374081,0.18799047,0.76573503,0.7706557,0.16845605,0.0,0.1607324,0.19970597,0.22256169,0.25267264,0.21990435,0.25234878,0.28034717,0.7209498
3,16,1,0.21543165,0.64266855,0.6349505,0.19636497,0.7889261,0.27529335,0.15890916,0.0,0.2190951,0.73729485,0.1530752,0.21874548,0.6638715,0.0,0.262947,0.77130216,0.2693117,0.7335796,0.8077075,0.18973023,0.24234422,0.79464597,0.21118636,0.7073673,0.84684277,0.1725583,0.8655574,0.69531864,0.6311205,0.24919769,0.23507051,0.19048724,0.20693612,0.5322656,0.24209304,0.6864817,0.64771736,0.0,0.19328092,0.19466807,0.19716689,0.61506045,0.0,0.24691533,0.7020193,0.30489776,0.0,0.1950331,0.7283042,0.22010082,0.20694013,0.19651602,0.773861,0.78236175,0.17235337,0.0,0.16715999,0.19987564,0.22246687,0.25771776,0.21810922,0.26888782,0.28448373,0.7161775
3,17,1,0.23691903,0.61037886,0.6059229,0.21882688,0.75195104,0.29837164,0.18177065,0.0,0.24528402,0.70001066,0.18115462,0.24755277,0.62909645,0.0,0.28335938,0.73275274,0.2845085,0.6988112,0.76718885,0.21218033,0.26693872,0.75343996,0.23454794,0.673806,0.7945414,0.19006287,0.82565767,0.65511763,0.59732544,0.28642377,0.25322956,0.21840057,0.23427674,0.49842256,0.26903656,0.650567,0.6134619,0.0,0.21810488,0.22754356,0.22268271,0.5820081,0.0,0.27284095,0.65622115,0.33768478,0.0,0.21897477,0.6923716,0.24449421,0.22996937,0.2250921,0.73302877,0.739412,0.19598252,0.0,0.18535876,0.22349596,0.24667016,0.28372872,0.240872,0.2911279,0.3097612,0.67917126
3,18,1,0.21792617,0.6065943,0.603961,0.21225123,0.74778837,0.2770444,0.17562242,0.0,0.22797284,0.7081026,0.16754486,0.23400837,0.63298315,0.0,0.25785688,0.7376896,0.26893017,0.693221,0.7595032,0.20540906,0.2476436,0.7545594,0.22166114,0.6759543,0.78741044,0.1823753,0.8219152,0.65551984,0.5982333,0.26577565,0.22871654,0.20380932,0.21652466,0.49713185,0.25085145,0.65235925,0.6185654,0.0,0.21250717,0.21248168,0.20802005,0.5884617,0.0,0.25172642,0.6611134,0.31193253,0.0,0.2101797,0.68975526,0.2285528,0.21831474,0.21049803,0.7309577,0.7346035,0.18704417,0.0,0.17088498,0.20867358,0.23223972,0.26436183,0.2283049,0.26236755,0.2825156,0.67697245
3,19,1,0.20894463,0.6149698,0.6011127,0.19256909,0.72875905,0.25200528,0.17184035,0.0,0.22364849,0.6979578,0.1660671,0.20954321,0.6343141,0.0,0.2456444,0.7294744,0.24577412,0.69043636,0.7508677,0.19136792,0.24018843,0.7471718,0.20997034,0.6775308,0.7807658,0.17373963,0.80304873,0.6502104,0.597001,0.2672678,0.21692859,0.20186868,0.19297852,0.4979344,0.23286694,0.66006315,0.6103689,0.0,0.20380732,0.21220033,0.19029225,0.59549534,0.0,0.2238821,0.6600443,0.29991916,0.0,0.20277089,0.6770575,0.21475896,0.18683836,0.19932261,0.71867174,0.7404293,0.171003,0.0,0.16075014,0.18650194,0.21226078,0.23250265,0.2130189,0.25611442,0.2557562,0.6584725
3,20,1,0.2171355,0.59495604,0.5731948,0.20358862,0.7163098,0.26945218,0.1789638,0.0,0.22753055,0.67714554,0.17442593,0.22163154,0.6115715,0.0,0.24551003,0.71936387,0.24208134,0.65924364,0.72538275,0.18829617,0.23218551,0.72951674,0.21887252,0.6466857,0.7567251,0.18058252,0.786268,0.63305014,0.58048284,0.2708779,0.22386594,0.20847781,0.21225898,0.4903712,0.24583466,0.62512374,0.5942643,0.0,0.20345011,0.21720123,0.20494358,0.57170385,0.0,0.23745425,0.65173686,0.30146262,0.0,0.22020274,0.6637364,0.21116765,0.21016912,0.20002156,0.6932565,0.71117514,0.17811444,0.0,0.17465566,0.19903277,0.22791888,0.24335225,0.23069233,0.25534067,0.27007627,0.65140545
4,15,1,0.1309425,0.7398374,0.72468084,0.1170826,0.8971393,0.18959887,0.09285419,0.0,0.14137016,0.84913135,0.091046005,0.12535286,0.763096,0.0,0.17074919,0.8978351,0.19121748,0.8120863,0.89963096,0.12218189,0.14623281,0.9016623,0.14182696,0.8094195,0.93472123,0.101169094,0.9642983,0.7756604,0.7190815,0.17879279,0.14577122,0.12209754,0.12388552,0.59732753,0.14566556,0.7835627,0.73937976,0.0,0.12059982,0.11887673,0.109437205,0.71587354,0.0,0.15573196,0.8116932,0.22993915,0.0,0.11307268,0.81449604,0.1376263,0.12458067,0.12975243,0.8769616,0.89516985,0.106005624,0.0,0.07570663,0.11299683,0.14757977,0.16241191,0.14527795,0.18241939,0.19859485,0.8017037
4,16,1,0.15440662,0.7219164,0.7114007,0.14252125,0.8976663,0.22184229,0.1112053,0.0,0.15935823,0.84193164,0.112513945,0.16567516,0.7421895,0.0,0.19221641,0.8806825,0.21276289,0.8008005,0.89490306,0.13022475,0.16843799,0.8893853,0.1616927,0.79219985,0.9219415,0.11708946,0.9647875,0.77464676,0.7041711,0.20108193,0.16991328,0.14276235,0.16192064,0.59547347,0.1761993,0.75599253,0.7187386,0.0,0.12864606,0.13541144,0.14133742,0.6967875,0.0,0.18989614,0.8024557,0.25107953,0.0,0.1427826,0.8102345,0.15136833,0.15836014,0.14581794,0.8655697,0.8747442,0.11967469,0.0,0.093451366,0.14832379,0.17703892,0.19135994,0.17100133,0.20080231,0.22947972,0.80546606
4,17,1,0.15254818,0.73009765,0.7116125,0.13771264,0.88922,0.21659432,0.113277525,0.0,0.1503277,0.8399546,0.10886777,0.157531,0.74485457,0.0,0.20546165,0.8775331,0.21942085,0.80970424,0.91045094,0.13390456,0.17626977,0.88907254,0.15627535,0.7927832,0.9451984,0.11384567,0.9631185,0.79072857,0.7156443,0.19613576,0.1781865,0.1450376,0.15300587,0.6066694,0.1751699,0.7702895,0.7266044,0.0,0.12472509,0.13675435,0.13963895,0.7078342,0.0,0.18987565,0.80244625,0.23977078,0.0,0.13947281,0.8191497,0.15262757,0.1576727,0.1436662,0.8683333,0.8899155,0.121846005,0.0,0.10362531,0.14547879,0.1693408,0.19258088,0.16712172,0.21012165,0.2296025,0.8033411
4,18,1,0.1684684,0.731219,0.7162808,0.15901402,0.8799667,0.23930147,0.11800112,0.0,0.17272094,0.8290437,0.1241888,0.18222637,0.736998,0.0,0.22109632,0.86869264,0.2325669,0.8172348,0.9089989,0.1424078,0.2062562,0.89164,0.17691031,0.7812478,0.9446709,0.13558051,0.9624043,0.798731,0.7080087,0.21958835,0.19682093,0.1579812,0.18160036,0.61139905,0.20453085,0.7618522,0.7264733,0.0,0.14297377,0.1553229,0.1605605,0.70099807,0.0,0.20512041,0.78953254,0.26420265,0.0,0.15583496,0.8168279,0.17026429,0.17388193,0.15343349,0.8661643,0.8742136,0.11741933,0.0,0.12798975,0.17472298,0.1934156,0.20785822,0.17913155,0.24437825,0.24742943,0.800501
4,19,1,0.17476174,0.73374265,0.70263964,0.15837343,0.8628534,0.24355292,0.11610819,0.0,0.17636698,0.81353736,0.13486786,0.18028446,0.7254735,0.0,0.22924264,0.85555077,0.232765,0.8125501,0.88967,0.15801218,0.21049161,0.8815445,0.18212745,0.77609956,0.93104196,0.13939223,0.9357591,0.7749341,0.697467,0.22907963,0.21188577,0.1629526,0.1812189,0.59234446,0.20302673,0.75146514,0.71511513,0.0,0.14895496,0.16461754,0.16257574,0.6909701,0.0,0.21162753,0.77155185,0.27357492,0.0,0.15084504,0.79779017,0.17420363,0.16919164,0.16095297,0.8567644,0.874006,0.13176374,0.0,0.1364634,0.16788408,0.19151865,0.20903014,0.17909625,0.2580781,0.25859717,0.7815918
4,20,1,0.15850319,0.71232975,0.69020146,0.15467262,0.85645324,0.22709712,0.11428282,0.0,0.16233926,0.81646895,0.123280734,0.17668425,0.7191647,0.0,0.20468883,0.84728014,0.22058907,0.79247886,0.8739125,0.15053576,0.19278155,0.86152685,0.17131142,0.76959443,0.9033068,0.13310489,0.9269393,0.76552165,0.6879738,0.21569632,0.18585652,0.15147229,0.17421119,0.58562815,0.19076349,0.7446032,0.70631015,0.0,0.14763321,0.15281005,0.15862414,0.6844901,0.0,0.20181492,0.7617114,0.25647137,0.0,0.15170607,0.7869823,0.1611176,0.16637579,0.15156078,0.8399996,0.8484743,0.12513766,0.0,0.12600808,0.15926787,0.17650262,0.19776908,0.1761901,0.22955312,0.233063,0.7732389
5,15,1,0.124103434,0.64474654,0.62912196,0.12296702,0.7795705,0.1598775,0.101203196,0.0,0.13457343,0.7695257,0.09390268,0.11825039,0.6810523,0.0,0.13505088,0.8121937,0.14705108,0.6891442,0.75312704,0.13402037,0.112412356,0.8061181,0.14268793,0.71375114,0.776707,0.107239254,0.82501155,0.65019053,0.6336119,0.16653067,0.11476882,0.13022754,0.108428955,0.5029456,0.13466749,0.6795969,0.66303164,0.0,0.14118703,0.1188426,0.10329792,0.6507891,0.0,0.13484086,0.72614247,0.19433722,0.0,0.123169854,0.69209594,0.11892244,0.1187763,0.114033826,0.749101,0.77037555,0.120174415,0.0,0.08329502,0.10441461,0.1334503,0.14315632,0.14592242,0.124561705,0.1633841,0.7002201
5,16,1,0.098995,0.66388726,0.6501616,0.09517388,0.8037023,0.13919187,0.08744485,0.0,0.1228119,0.7934926,0.08404767,0.0947666,0.7002364,0.0,0.11033257,0.83107823,0.1256033,0.7076663,0.7729866,0.11695619,0.10064412,0.8206198,0.12992819,0.7467979,0.7870969,0.08274873,0.84617406,0.6652257,0.6440092,0.16115028,0.087987624,0.11339038,0.09035678,0.5116008,0.116412126,0.7000015,0.6726979,0.0,0.12607487,0.10448473,0.083732486,0.67624736,0.0,0.1078634,0.7425985,0.18115272,0.0,0.106134325,0.7044719,0.10194381,0.09473976,0.09942157,0.76021105,0.79435086,0.0992525,0.0,0.052710786,0.08190276,0.10991476,0.11521206,0.12821016,0.10592625,0.14350304,0.71334076
5,17,1,0.104819566,0.65643346,0.64184326,0.10294986,0.812653,0.14947037,0.093816906,0.0,0.1258224,0.79167145,0.085897036,0.103201985,0.68947107,0.0,0.11576426,0.8296757,0.1309099,0.7023644,0.7732554,0.10922222,0.09949004,0.8218388,0.1338683,0.7368772,0.7913605,0.087016195,0.852801,0.66413045,0.642555,0.16361307,0.09012916,0.11600421,0.101795144,0.5147923,0.124381796,0.685485,0.66290325,0.0,0.1178967,0.10406358,0.09255446,0.66298664,0.0,0.117856495,0.7527383,0.1847411,0.0,0.11730175,0.71182406,0.09899155,0.10449071,0.098592214,0.75961864,0.7870767,0.10261772,0.0,0.050650112,0.09114177,0.12244375,0.12197578,0.13736518,0.103501186,0.14806248,0.7206157
5,18,1,0.10846892,0.6631309,0.64790356,0.10725008,0.81388825,0.15240608,0.09156366,0.0,0.120751336,0.7926535,0.08682445,0.10137472,0.6982799,0.0,0.12385165,0.83285487,0.141531,0.71167177,0.7835239,0.12399932,0.10161928,0.82867664,0.13815072,0.7408959,0.8096733,0.088820525,0.85439736,0.66862625,0.64834315,0.16276866,0.09785275,0.12206609,0.09945674,0.51555175,0.12340547,0.69471157,0.6731902,0.0,0.12373928,0.10893969,0.08988227,0.6675317,0.0,0.12310429,0.7515202,0.1939407,0.0,0.11231518,0.7181328,0.10969529,0.10424292,0.10469011,0.77021354,0.8026771,0.11524604,0.0,0.053806268,0.087784186,0.12652193,0.13071306,0.13963516,0.109323874,0.15917931,0.72548455
5,19,1,0.11915723,0.66813725,0.65461844,0.11492181,0.8249999,0.16609663,0.09718493,0.0,0.13013333,0.79745805,0.095975704,0.11785924,0.69825894,0.0,0.13440852,0.836649,0.15315837,0.72188354,0.79723567,0.128445,0.112965114,0.83169717,0.14500782,0.7450211,0.81384367,0.093761854,0.8698242,0.68260354,0.65121806,0.17324008,0.10874657,0.12874621,0.11897616,0.52261937,0.13749786,0.699487,0.67483604,0.0,0.1328411,0.11650819,0.10288477,0.66795945,0.0,0.14047338,0.7511036,0.20830506,0.0,0.122327,0.7292813,0.11730524,0.11782293,0.11551547,0.7802256,0.80438983,0.11608731,0.0,0.062360622,0.10231655,0.13777749,0.1444402,0.15002568,0.12738387,0.17136183,0.7351478
5,20,1,0.14637706,0.647271,0.6402949,0.14271347,0.8013516,0.1904554,0.12013335,0.0,0.15590984,0.7753876,0.11786381,0.14691077,0.68117625,0.0,0.1620103,0.8146309,0.17994252,0.7014378,0.7778574,0.15479548,0.13579379,0.8077699,0.1687637,0.72300106,0.79831326,0.112429395,0.84869367,0.6634966,0.63371396,0.19376482,0.14151272,0.15571591,0.1435994,0.5084464,0.1609839,0.6802136,0.65725553,0.0,0.15242298,0.1450546,0.12706776,0.6505458,0.0,0.17089866,0.7317186,0.23267755,0.0,0.14519496,0.71441305,0.14703771,0.14512189,0.14618677,0.7627586,0.78900605,0.14428154,0.0,0.08401252,0.1279582,0.16505289,0.17899516,0.17278025,0.15583543,0.2038251,0.7177482
6,15,1,0.20708984,0.5770028,0.5327898,0.20846747,0.6540481,0.22624403,0.19035468,0.0,0.21913853,0.6529922,0.18715319,0.20902687,0.58174545,0.0,0.22172093,0.69480723,0.2121462,0.6155588,0.67407614,0.20502144,0.20829917,0.6867807,0.21482655,0.62121606,0.6956185,0.17717914,0.71876884,0.6050853,0.5668445,0.26107284,0.21906662,0.22240321,0.1961333,0.46640205,0.22537719,0.6038336,0.57405835,0.0,0.20988944,0.22454269,0.19554804,0.5808935,0.0,0.21546225,0.621196,0.26819536,0.0,0.22095966,0.6170714,0.20185708,0.19011763,0.20341738,0.6488362,0.68090355,0.19066826,0.0,0.18954214,0.18373153,0.21105735,0.21757744,0.22541839,0.22761959,0.23349157,0.6053553
6,16,1,0.19965431,0.57799786,0.5255527,0.186382,0.6638391,0.22246228,0.17074992,0.0,0.2044501,0.65099347,0.17387846,0.19354436,0.58221537,0.0,0.1974465,0.7020963,0.18495816,0.6069256,0.6657283,0.17862333,0.18445982,0.6829262,0.2030574,0.6190131,0.68903345,0.16564125,0.71611106,0.60545295,0.56348044,0.25058368,0.19970669,0.20360342,0.18561229,0.46996433,0.21889938,0.5964419,0.5787589,0.0,0.19282939,0.20407704,0.18055584,0.57403266,0.0,0.20524113,0.62227035,0.26146215,0.0,0.21172878,0.6101998,0.17869511,0.1811351,0.18586977,0.6485202,0.67162937,0.16714904,0.0,0.18368584,0.16525246,0.19651347,0.19785261,0.22517833,0.21192572,0.21755941,0.60642177
6,17,1,0.19111505,0.5730566,0.52401954,0.19533567,0.6627449,0.2188889,0.16965745,0.0,0.197754,0.65745723,0.1703928,0.19577321,0.585757,0.0,0.18763773,0.7076734,0.18794656,0.6029281,0.65684444,0.19250666,0.16609779,0.6912874,0.1960089,0.6179333,0.67956847,0.17455627,0.7195085,0.5883662,0.56293374,0.2365925,0.19397378,0.19228841,0.18094759,0.45707083,0.20067209,0.59526074,0.58308,0.0,0.2048879,0.19257338,0.17436713,0.56819165,0.0,0.20254907,0.62210125,0.25358704,0.0,0.20542486,0.6051706,0.17273025,0.17985931,0.1834419,0.65259975,0.66784424,0.18200909,0.0,0.17804237,0.1624337,0.19190493,0.19973281,0.22054376,0.19550358,0.21461147,0.613483
6,18,1,0.19358611,0.5828597,0.53974,0.18999173,0.68487823,0.21777932,0.17064835,0.0,0.20344202,0.6741112,0.17376018,0.19651794,0.5881766,0.0,0.18919364,0.72265923,0.18753055,0.61742777,0.6762156,0.18430702,0.1740062,0.7086275,0.20414539,0.6351915,0.6956535,0.16463104,0.74273723,0.60295886,0.56815934,0.24089363,0.19213548,0.19813977,0.18666248,0.46292198,0.20795675,0.60083544,0.5830746,0.0,0.19573087,0.19732878,0.17365631,0.5853584,0.0,0.19879001,0.6386,0.25676045,0.0,0.20801054,0.62604403,0.17172845,0.18228409,0.18169627,0.6634166,0.6864212,0.17390934,0.0,0.1634164,0.16832426,0.1976656,0.20126514,0.21905023,0.1968438,0.21886739,0.62967324
6,19,1,0.19285646,0.59512407,0.5499217,0.18459603,0.6909918,0.21684009,0.16436908,0.0,0.19657001,0.6758186,0.16952099,0.18790667,0.60139257,0.0,0.19742315,0.73107517,0.18810192,0.6259077,0.6880495,0.18709333,0.1733771,0.71810955,0.20187435,0.6419493,0.71307975,0.1538317,0.7462016,0.606536,0.5775757,0.24225308,0.19913293,0.20228405,0.18130118,0.46806878,0.19851455,0.60769904,0.59087497,0.0,0.18661433,0.19646229,0.16607437,0.59066105,0.0,0.20021929,0.64778805,0.2536793,0.0,0.1989257,0.6350871,0.17430955,0.17611152,0.1818264,0.6772653,0.7054947,0.1803178,0.0,0.15771173,0.15867062,0.19678701,0.200886,0.21350421,0.20243365,0.22545226,0.6350085
